Unique ID,Batch ID,Recipe Name,Batch Start Time,Batch End Time,Duration,Dosing Accuracy,Production Line,ASA-D to Melt Tank (kg),NaOH to Melt Tank (kg),EDTA to Hold Tank (kg),EHDP to Hold Tank (kg),Betaine (kg),AOS (kg),Soap to Mixer (kg),Brine (kg),Mixture TO Mixer (kg),FC AITD (kg),FC Water (kg),DPG Dosage (kg),"Melt Temp, (max) (ｰC)",NaOH %CV (average),Average Naoh flow rate (kg/min),Batch time [min],Rework Used (kg),Average Mixture flow rate,F/C temperature,F/C temperature (Max) (ｰC),Mixture Pump speed (average) (%),Mixture Source,Total Preps Charge Time,F/C Time,Dry Time (after Mixture-Transfer to),Total mixer cycle time,Temp after FC (ｰC) (after Steam Out),Temp at end of mix time (ｰC),Temp at drop (ｰC),Mixture mixer agitator speed,Amps at end of mix time ,Load after FC (Amps) (after Steam Out),Mixer Water Addition,Mixer Air Flow In Average,Glycol Outlet Temp (ｰC),Roll Speed (RPM),Glycol Flow  (mｳ/h),Glycol Valve Output (%),Free fatty acid,Active,Approved,Speed (rpm)+D56,Average Head Pressure (bar),Color L,Color A,Color B,pH,Moisture
59,A2-12,Recipe_A,2018-06-10 10:38:00,2018-06-10 13:59:00,201.05,0.29,LINE_2,491.5,37.68,2.12,1.36,327.73,,345.24,,2931.35,202.2,179.8,,116.87,45.25,2.88,75.12,348.0,228.71,163.8,194.81,,Buffer,9.87,12.82,12.92,53.18,122.7,121.74,122.28,85.0,122.75,,,,,-4.65,4.56,34.05,,26.52,YES,,,5.54,89.77,-1110.0,4.821000000000001,7.0
60,A2-13,Recipe_A,2018-06-10 11:58:00,2018-06-10 15:02:00,183.78,0.3,LINE_2,492.0,37.71,2.09,1.36,329.55,,344.87,,2926.0,202.4,185.7,,117.29,47.53,3.03,91.5,350.5,169.27,158.47,192.09,,Buffer,10.02,17.3,12.9,55.52,117.99,117.03,117.07,85.0,118.48,,,,,-2.77,4.56,34.14,,26.07,YES,,,5.27,89.8,-1150.0,4.836,6.0
61,A2-14,Recipe_A,2018-06-10 13:29:00,2018-06-10 16:50:00,201.08,0.3,LINE_2,488.0,37.72,2.11,1.36,329.95,,344.81,,2933.15,202.2,179.2,,116.96,63.03,3.2,70.07,348.5,232.1,153.26,178.07,,Buffer,9.82,12.65,13.73,90.2,122.85,123.33,123.74,85.0,122.61,,,,,-1.81,4.56,34.1,,27.13,YES,,,4.88,90.26,0.98,4.934,6.94
62,A2-15,Recipe_A,2018-06-10 14:39:00,2018-06-10 18:16:00,216.63,0.23,LINE_2,490.0,37.7,2.08,1.36,326.55,,344.87,,2932.95,202.4,179.5,,117.26,49.13,3.24,70.7,350.0,231.69,146.5,162.05,,Buffer,9.72,12.65,12.48,74.63,122.51,121.79,122.29,85.0,123.13,,,,,-1.48,4.56,34.12,,27.18,YES,,,4.44,89.9,-1220.0,4.831,6.6
63,A2-16,Recipe_A,2018-06-10 16:17:00,2018-06-10 19:39:00,201.9,0.65,LINE_2,487.5,37.7,2.16,1.36,325.33,,344.87,,2933.95,202.8,179.2,,117.3,48.63,3.3,70.57,351.5,204.66,159.96,187.6,,Buffer,9.65,14.37,12.9,68.37,122.27,121.45,121.95,85.0,120.67,,,,,-1.12,4.56,34.36,,27.38,YES,,,4.65,89.68,-1210.0,4.838,7.04
64,A2-17,Recipe_A,2018-06-10 17:28:00,2018-06-10 20:38:00,190.43,0.65,LINE_2,487.5,37.65,2.16,1.36,325.83,,344.87,,2931.9,202.4,179.7,,116.71,45.52,2.84,86.75,350.0,231.07,175.68,192.41,,Buffer,9.92,12.68,12.37,53.87,122.03,121.12,121.75,85.0,120.63,,,,,0.66,4.56,34.5,,26.54,YES,,,5.0,89.49,-1180.0,4.965,6.37
65,A2-18,Recipe_A,2018-06-10 18:55:00,2018-06-10 22:21:00,206.62,0.35,LINE_2,491.5,37.7,2.11,1.36,323.42,,345.18,,2935.75,202.2,179.0,,117.24,46.68,2.84,74.0,348.5,187.76,170.4,208.99,,Buffer,9.73,15.7,12.37,57.52,121.93,121.84,122.45,85.0,120.01,,,,,-1.44,4.56,34.81,,27.38,YES,,,4.29,90.62,-1090.0,4.919,7.06
66,A2-01,Recipe_A,2018-06-10 20:09:00,2018-06-10 23:26:00,197.33,0.33,LINE_2,490.0,37.71,2.11,1.36,331.5,,344.81,,2931.6,202.2,179.1,,117.91,65.04,1.54,98.45,349.5,231.1,168.42,180.07,,Buffer,10.47,12.68,12.37,64.72,122.22,122.12,122.59,85.0,121.27,,,,,-1.23,4.56,29.49,,27.72,YES,,,4.63,90.66,-1130.0,4.901,6.96
67,A2-03,Recipe_A,2018-06-10 21:47:00,2018-06-11 00:18:00,150.32,0.64,LINE_2,491.0,37.74,2.06,1.36,323.52,,345.56,,2934.35,202.4,180.0,,117.22,48.1,3.12,72.0,350.5,193.43,168.75,202.18,,Buffer,10.03,15.32,12.75,51.43,121.98,121.6,122.07,85.0,120.28,,,,,0.13,4.56,27.76,,27.35,YES,,,5.29,91.06,0.91,4.8389999999999995,7.0
68,A2-04,Recipe_A,2018-06-10 22:59:00,2018-06-11 01:37:00,158.22,0.56,LINE_2,488.0,37.65,2.07,1.36,323.22,,345.24,,2933.95,203.8,213.6,,117.16,44.27,2.74,73.93,352.5,224.06,171.81,197.45,,Buffer,10.42,13.12,38.37,76.6,119.58,119.24,119.73,85.0,120.12,,,,,-5.33,4.56,27.81,,27.04,YES,,,5.02,91.11,-1090.0,4.848,5.21
69,A2-05,Recipe_A,2018-06-11 00:13:00,2018-06-11 02:28:00,134.9,0.57,LINE_2,492.0,37.72,2.06,1.36,323.55,,345.12,,2928.25,202.6,179.7,,117.12,46.02,3.27,68.7,350.5,195.37,175.94,205.62,,Buffer,9.8,15.02,12.33,50.62,121.4,121.36,121.78,85.0,120.0,,,,,-1.01,4.56,25.16,,27.55,YES,,,4.81,90.57,-1260.0,4.845,6.95
70,A2-06,Recipe_A,2018-06-11 01:22:00,2018-06-11 04:42:00,199.67,0.33,LINE_2,490.5,37.73,2.12,1.36,325.5,,346.12,,2930.2,202.2,179.4,,117.19,64.47,3.09,69.95,353.0,228.17,172.98,196.41,,Buffer,9.7,12.93,13.32,50.72,122.32,122.36,121.75,85.0,123.66,,,,,-5.92,4.56,31.48,,27.15,YES,,,5.04,90.95,-1330.0,4.877,7.02
71,A2-07,Recipe_A,2018-06-11 02:32:00,2018-06-11 06:02:00,209.7,0.22,LINE_2,487.5,37.66,2.11,1.36,328.45,,345.12,,2929.05,202.4,179.5,,117.16,64.56,2.93,102.38,350.5,176.3,165.56,212.27,,Buffer,9.82,16.65,14.42,55.17,122.51,121.98,121.43,85.0,120.65,,,,,-1.99,4.56,27.32,,26.52,YES,,,4.89,89.95,-1160.0,4.897,4.96
72,A2-08,Recipe_A,2018-06-11 04:14:00,2018-06-11 07:37:00,202.97,0.2,LINE_2,490.0,37.67,2.1,1.36,323.85,,345.12,,2928.15,202.2,179.7,,123.3,43.46,2.75,122.03,337.5,230.38,157.57,177.91,,Buffer,9.82,12.72,12.45,59.48,120.63,120.59,121.95,85.0,121.49,,,,,-2.59,4.56,27.27,,27.26,YES,,,5.19,90.44,-1240.0,4.833,7.0
73,A2-09,Recipe_A,2018-06-11 06:16:00,2018-06-11 08:50:00,153.62,0.26,LINE_2,491.0,37.69,2.08,1.36,327.75,,345.12,,2927.9,202.6,179.5,,124.22,44.05,2.73,84.23,352.0,234.21,174.15,188.64,,Buffer,9.9,12.52,13.35,51.03,120.39,120.35,120.94,85.0,118.24,,,,,0.71,4.56,27.2,,27.34,YES,,,4.9,90.12,-1360.0,4.8469999999999995,6.92
74,A2-10,Recipe_A,2018-06-11 07:41:00,2018-06-11 10:08:00,147.3,0.3,LINE_2,488.0,37.67,2.12,1.36,327.83,,345.37,,2929.35,202.6,179.2,,122.57,47.61,2.74,53.22,-8.5,231.22,155.52,176.31,,Buffer,11.73,12.68,12.63,54.35,121.36,119.63,120.02,85.0,115.56,,,,,-1.08,4.56,27.18,,26.75,YES,,,5.02,90.61,-1260.0,4.878,4.67
75,A2-11,Recipe_A,2018-06-11 08:34:00,2018-06-11 11:35:00,181.6,0.38,LINE_2,494.0,37.69,2.12,1.36,328.37,,345.24,,2929.25,202.2,179.6,,124.18,43.06,2.46,77.27,351.0,231.44,170.54,190.72,,Buffer,9.83,12.65,13.12,55.12,121.36,120.54,121.31,85.0,118.28,,,,,-1.81,4.56,27.17,,27.24,YES,,,4.89,90.16,-1410.0,4.982,4.99
76,A2-12,Recipe_A,2018-06-11 09:51:00,2018-06-11 13:12:00,200.88,0.59,LINE_2,489.0,37.67,2.06,1.36,322.9,,345.74,,2928.95,202.4,179.3,,124.55,44.72,2.44,78.27,347.5,230.68,159.36,180.39,,Buffer,9.78,12.7,13.02,51.93,121.98,121.07,121.59,85.0,120.33,,,,,-1.77,4.56,27.24,,27.1,YES,,,5.01,89.06,-1570.0,4.888999999999999,6.98
77,A2-13,Recipe_A,2018-06-11 11:09:00,2018-06-11 14:33:00,203.47,0.16,LINE_2,491.5,37.71,2.1,1.36,325.25,,344.81,,2929.6,202.2,180.4,,124.38,45.18,2.69,93.85,351.5,195.39,170.76,210.19,,Buffer,9.95,15.13,13.32,78.2,123.9,122.99,123.2,85.0,122.97,,,,,0.84,4.56,33.12,,26.54,YES,,,4.38,90.41,-1330.0,4.901,6.93
78,A2-14,Recipe_A,2018-06-11 12:43:00,2018-06-11 15:54:00,190.38,0.29,LINE_2,489.0,37.71,2.09,1.36,324.47,,345.12,,2929.5,202.6,179.2,,130.4,46.31,2.59,76.58,350.5,225.87,172.7,199.54,,Buffer,14.37,12.98,12.33,69.18,123.9,123.23,123.73,85.0,121.95,,,,,-1.4,4.56,33.35,,26.77,YES,,,4.46,89.85,-1320.0,4.855,6.93
79,A2-15,Recipe_A,2018-06-11 14:03:00,2018-06-11 16:58:00,175.02,0.28,LINE_2,488.5,37.69,2.11,1.36,330.0,,344.93,,2933.05,202.6,179.7,,126.15,44.71,2.51,76.77,348.5,180.78,173.51,207.87,,Buffer,9.62,16.23,12.98,53.67,122.27,122.12,122.82,85.0,118.65,,,,,0.81,4.56,33.55,,26.85,YES,,,4.65,90.28,-1320.0,4.873,6.99
80,A2-16,Recipe_A,2018-06-11 15:20:00,2018-06-11 18:33:00,193.33,0.22,LINE_2,489.0,37.7,2.09,1.36,328.85,,344.93,,2933.75,202.6,179.3,,122.89,45.39,2.73,77.3,349.0,189.72,168.88,206.9,,Buffer,9.77,15.47,13.08,53.37,123.47,122.6,122.46,85.0,123.07,,,,,-3.83,4.56,33.82,,27.22,YES,,,4.22,89.57,-1390.0,4.898,6.95
81,A2-17,Recipe_A,2018-06-11 16:42:00,2018-06-11 19:59:00,197.32,0.39,LINE_2,488.0,37.69,2.12,1.36,329.93,,344.93,,2932.65,202.4,179.7,,123.1,64.6,3.01,81.88,351.0,227.34,160.35,192.41,,Buffer,9.63,12.92,12.4,53.32,122.27,121.45,122.2,85.0,120.15,,,,,-1.08,4.56,34.52,,27.03,YES,,,5.29,90.08,-1310.0,4.797,7.04
82,A2-18,Recipe_A,2018-06-11 18:10:00,2018-06-11 22:04:00,233.88,0.36,LINE_2,490.0,37.72,2.11,1.36,321.13,,344.93,,2933.8,202.4,179.2,,130.08,64.57,2.82,80.0,349.0,231.3,171.94,190.16,,Buffer,9.67,12.68,12.72,62.03,122.12,121.21,121.99,85.0,120.03,,,,,-1.3,4.56,34.78,,26.68,YES,,,6.04,89.72,-1170.0,4.623,5.18
83,A2-19,Recipe_A,2018-06-11 19:42:00,2018-06-11 23:51:00,249.6,0.49,LINE_2,488.5,37.68,2.07,1.36,330.53,,345.24,,2934.0,202.4,179.6,,124.16,64.52,3.03,103.07,350.0,168.87,175.12,208.35,,Buffer,9.62,17.4,12.6,57.3,122.32,122.08,122.52,85.0,122.48,,,,,-4.3,4.56,35.02,,26.82,YES,,,5.58,90.15,-1220.0,4.723,6.98
84,A2-02,Recipe_A,2018-06-11 21:25:00,2018-06-12 01:09:00,223.93,0.39,LINE_2,493.5,37.71,2.07,1.36,326.33,,345.18,,2933.25,202.6,179.7,,130.97,61.72,2.69,111.9,351.0,229.51,161.78,186.4,,Buffer,9.75,12.77,12.65,58.93,121.45,121.4,121.96,85.0,118.93,,,,,-1.11,4.56,35.11,,27.11,YES,,,5.36,90.03,-1110.0,4.7139999999999995,6.89
85,A2-03,Recipe_A,2018-06-11 23:17:00,2018-06-12 02:25:00,188.38,0.66,LINE_2,492.0,37.69,2.16,1.36,329.12,,344.81,,2931.8,202.4,179.4,,140.54,48.1,1.12,92.07,349.5,192.88,174.65,200.74,,Buffer,9.78,15.2,12.32,56.28,120.63,120.73,120.97,85.0,118.23,,,,,-1.02,4.56,35.1,,27.08,YES,,,5.35,90.37,-1320.0,4.716,7.06
86,A2-04,Recipe_A,2018-06-12 00:49:00,2018-06-12 03:23:00,154.15,0.29,LINE_2,493.0,37.74,2.09,1.36,328.15,,345.18,,2932.25,202.6,179.4,,128.16,44.49,2.9,85.23,348.5,179.22,176.36,204.1,,Buffer,9.92,16.42,12.3,55.12,121.79,121.79,122.35,85.0,121.75,,,,,-1.69,4.56,35.4,,27.06,YES,,,5.2,90.25,-1370.0,4.763999999999999,7.36
87,A2-05,Recipe_A,2018-06-12 02:14:00,2018-06-12 04:39:00,144.62,0.24,LINE_2,489.5,37.67,2.11,1.36,325.25,,344.81,,2933.35,203.0,179.4,,125.48,43.29,2.57,69.45,350.0,119.64,183.76,208.03,,Buffer,10.13,24.47,12.63,65.12,122.6,122.17,122.86,85.0,125.33,,,,,0.71,4.56,35.2,,27.39,YES,,,5.0,90.1,-1220.0,4.954,6.98
88,A2-06,Recipe_A,2018-06-12 03:23:00,2018-06-12 05:56:00,152.62,0.58,LINE_2,498.5,37.7,2.08,1.36,325.3,,345.12,,2933.75,202.2,180.1,,128.49,44.34,2.33,81.85,350.0,229.55,171.13,186.32,,Buffer,9.78,12.77,12.57,60.63,121.69,120.63,120.82,85.0,121.01,,,,,-1.66,4.56,35.14,,27.55,YES,,,4.5,89.7,-1450.0,4.92,7.02
89,A2-07,Recipe_A,2018-06-12 04:45:00,2018-06-12 07:08:00,143.07,0.21,LINE_2,489.5,37.69,2.08,1.36,326.55,,345.12,,2930.65,202.6,180.1,,126.19,46.32,2.76,69.7,349.0,177.21,179.52,209.87,,Buffer,10.02,16.58,12.38,53.47,123.57,122.6,122.76,85.0,125.56,,,,,-3.14,4.56,35.33,,26.9,YES,,,4.91,91.66,-1230.0,4.94,5.95
90,A2-08,Recipe_A,2018-06-12 05:55:00,2018-06-12 08:11:00,136.22,0.45,LINE_2,485.5,37.7,2.12,1.36,325.28,,344.87,,2933.0,202.4,179.8,,121.45,44.96,2.66,71.58,349.0,227.25,165.75,181.51,,Buffer,9.63,12.93,12.32,49.55,122.27,121.4,122.23,85.0,119.3,,,,,0.55,4.56,35.12,,26.34,YES,,,4.86,89.43,-1320.0,4.956,6.91
91,A2-09,Recipe_A,2018-06-12 07:06:00,2018-06-12 09:25:00,138.47,0.2,LINE_2,492.0,37.71,2.09,1.36,326.32,,345.18,,2934.55,202.4,179.3,,123.72,64.63,2.38,55.0,-3.0,227.46,177.06,198.09,,Buffer,13.07,12.92,12.63,52.97,121.79,120.2,120.41,85.0,117.43,,,,,1.32,4.56,35.02,,27.41,YES,,,4.84,89.33,-1440.0,4.863,6.92
92,A2-10,Recipe_A,2018-06-12 08:01:00,2018-06-12 10:56:00,174.43,0.13,LINE_2,489.5,37.66,2.1,1.36,325.93,,345.12,,2931.35,202.2,179.2,,129.56,46.56,2.11,79.1,352.5,195.01,164.81,204.26,,Buffer,13.95,15.13,12.6,71.87,122.46,121.45,121.53,85.0,120.88,,,,,-2.62,4.56,35.03,,26.83,YES,,,4.65,89.64,-1170.0,4.888999999999999,4.63
93,A2-11,Recipe_A,2018-06-12 09:52:00,2018-06-12 11:56:00,124.58,0.88,LINE_2,,,,,323.58,,344.81,,2933.4,202.2,179.7,,90.7,,,7.92,,231.73,157.54,175.18,,Buffer,8.07,12.67,13.77,48.28,120.83,119.34,120.29,85.0,115.08,,,,,0.05,4.56,35.0,,27.79,YES,,,4.55,89.13,-1140.0,4.937,7.05
94,A2-12,Recipe_A,2018-06-12 11:15:00,2018-06-12 12:59:00,103.73,0.29,LINE_2,,,,,328.03,,345.49,,2932.85,202.4,179.3,,0.0,,,1.42,,223.68,172.81,187.2,,Buffer,8.15,13.12,12.37,50.75,121.98,120.97,121.71,85.0,117.16,,,,,-2.73,4.56,35.24,,27.4,YES,,,4.92,90.9,-1210.0,4.923,7.02
95,A2-13,Recipe_A,2018-06-12 12:13:00,2018-06-12 14:42:00,148.72,0.78,LINE_2,,,,,330.05,,344.87,,2933.05,202.4,179.2,,0.0,,,3.37,,184.02,160.84,207.95,,Buffer,8.07,15.97,13.2,57.22,121.31,120.01,120.54,85.0,116.25,,,,,-1.66,4.56,34.86,,26.69,YES,,,4.97,90.67,-1380.0,4.919,7.03
96,A2-01,Recipe_A,2018-06-13 20:16:38,2018-06-13 22:49:44,153.12,1.62,LINE_2,490.0,37.71,2.07,1.45,322.22,,345.18,,2931.5,202.8,179.3,,119.31,44.4,2.73,66.0,-2.5,134.25,173.62,203.06,,Buffer,16.33,21.87,12.3,73.37,120.44,118.09,118.93,85.0,125.76,,,,,-4.63,4.56,24.73,,27.09,NO,,,5.6,90.97,0.9,4.7,6.85
97,A2-02,Recipe_A,2018-06-13 22:58:11,2018-06-14 01:17:38,139.45,1.31,LINE_2,491.0,37.71,2.11,1.46,326.72,,345.68,,2932.95,202.2,179.9,,119.26,43.8,2.81,58.97,100.5,226.35,162.35,185.28,,Buffer,8.47,12.97,34.45,74.72,121.36,119.58,121.67,85.0,123.01,,,,,-2.29,4.56,24.8,,27.77,YES,,,5.47,90.3,0.84,4.702,7.0
98,A2-03,Recipe_A,2018-06-13 23:57:09,2018-06-14 02:17:05,139.93,1.4,LINE_2,488.0,37.7,2.11,1.46,326.3,,345.18,,2935.85,202.2,180.2,,118.06,45.03,2.81,68.17,350.5,156.18,165.16,202.74,,Buffer,9.17,18.82,13.5,59.45,122.51,120.83,121.21,85.0,124.96,,,,,0.9,4.56,24.9,,27.71,YES,,,5.18,89.28,-1120.0,4.7589999999999995,6.37
99,A2-04,Recipe_A,2018-06-14 01:05:19,2018-06-14 03:21:59,136.67,1.48,LINE_2,487.5,37.67,2.09,1.45,321.32,,344.99,,2934.6,202.2,179.7,,118.13,41.95,2.07,73.38,349.0,224.54,159.88,182.47,,Buffer,12.6,13.07,12.37,54.73,122.56,121.02,121.88,85.0,124.7,,,,,-3.46,4.56,25.54,,27.8,YES,,,5.07,89.71,-1050.0,4.824,7.0
100,A2-05,Recipe_A,2018-06-14 02:18:42,2018-06-14 04:59:21,160.65,1.47,LINE_2,493.5,37.69,2.08,1.44,330.75,,345.12,,2934.65,202.4,179.5,,117.85,46.37,2.28,77.37,350.0,177.2,179.12,208.67,,Buffer,9.7,16.67,14.32,55.65,121.69,120.06,120.54,85.0,120.61,,,,,-1.18,4.56,35.48,,27.3,YES,,,5.02,90.22,-1690.0,4.913,6.98
101,A2-06,Recipe_A,2018-06-14 03:36:04,2018-06-14 05:54:41,138.62,1.28,LINE_2,492.5,37.71,2.11,1.45,327.85,,344.93,,2939.45,202.4,179.7,,117.65,64.6,2.52,72.4,350.0,192.04,180.63,206.1,,Buffer,9.53,15.35,12.4,54.37,122.7,121.6,122.32,85.0,122.78,,,,,0.22,4.56,35.62,,27.09,YES,,,5.15,90.07,-1020.0,4.927,5.41
102,A2-07,Recipe_A,2018-06-14 04:48:28,2018-06-14 09:02:03,253.58,1.62,LINE_2,490.5,37.68,2.14,1.45,322.85,,344.87,,2932.85,202.4,179.7,,117.71,45.48,2.42,72.53,349.5,163.51,173.11,213.63,,Buffer,9.5,18.0,12.63,61.8,123.09,121.55,122.33,85.0,127.2,,,,,-3.41,4.56,35.79,,27.17,YES,,,5.06,89.49,0.93,4.9030000000000005,7.01
103,A2-08,Recipe_A,2018-06-14 06:01:00,2018-06-14 10:23:31,262.52,0.99,LINE_2,489.5,37.69,2.1,1.42,323.43,,345.06,,2933.6,202.4,179.4,,118.05,45.27,2.38,167.48,348.0,226.36,172.34,195.93,,Buffer,9.55,13.0,12.33,52.02,122.85,121.98,123.04,85.0,129.02,,,,,-6.25,4.56,35.73,,27.21,YES,,,5.07,90.17,0.94,4.912,6.96
104,A2-09,Recipe_A,2018-06-14 09:01:02,2018-06-14 11:43:57,162.92,1.09,LINE_2,490.0,37.7,2.09,1.44,328.42,,345.06,,2932.65,202.2,180.3,,117.77,43.68,2.34,58.9,-1.0,226.08,154.65,189.12,,Buffer,8.32,12.97,12.35,51.62,120.97,118.95,119.41,85.0,119.78,,,,,-5.39,4.56,35.56,,27.01,YES,,,4.37,91.34,-1170.0,4.959,5.61
105,A2-10,Recipe_A,2018-06-14 10:12:57,2018-06-14 13:40:38,207.68,0.85,LINE_2,489.0,37.7,2.12,1.41,327.43,,345.06,,2932.65,202.2,179.3,,116.96,45.31,2.37,82.57,352.5,227.18,147.7,161.17,,Buffer,9.37,12.92,13.85,82.4,121.84,120.63,121.5,85.0,124.82,,,,,-2.65,4.56,35.51,,27.06,YES,,,4.34,91.37,-1170.0,4.954,5.81
106,A2-11,Recipe_A,2018-06-14 11:36:08,2018-06-14 15:32:04,235.93,0.73,LINE_2,484.5,37.7,2.09,1.4,327.03,,345.06,,2931.1,202.2,179.4,,116.92,45.45,2.7,72.65,348.0,231.34,146.08,157.32,,Buffer,9.43,12.67,12.82,48.88,120.35,119.05,119.54,85.0,122.4,,,,,-2.58,4.56,35.06,,26.98,YES,,,4.93,90.75,-1240.0,4.855,6.93
107,A2-12,Recipe_A,2018-06-14 13:11:10,2018-06-14 16:34:13,203.05,0.77,LINE_2,486.5,37.68,2.11,1.4,325.17,,345.06,,2933.4,202.4,179.7,,117.32,64.74,2.18,114.8,351.5,231.33,150.9,168.62,,Buffer,9.48,12.68,12.38,49.15,121.16,119.91,120.55,85.0,122.57,,,,,0.07,4.56,35.25,,27.25,YES,,,4.91,90.89,-1200.0,4.891,7.0
108,A2-13,Recipe_A,2018-06-14 15:05:58,2018-06-14 17:53:43,167.75,0.95,LINE_2,495.0,37.68,2.05,1.39,326.0,,345.06,,2933.45,202.4,179.3,,118.54,77.06,1.99,106.7,349.5,230.68,154.27,170.62,,Buffer,9.88,12.72,13.17,49.58,120.68,119.14,119.82,85.0,120.26,,,,,-1.14,4.56,35.02,,26.84,YES,,,4.86,92.59,-2210.0,4.883,6.99
109,A2-14,Recipe_A,2018-06-14 16:52:40,2018-06-14 19:20:55,148.25,0.79,LINE_2,493.5,37.67,2.09,1.39,331.87,,344.99,,2932.7,202.4,179.3,,119.62,41.11,1.72,89.37,347.0,230.37,169.01,186.8,,Buffer,11.18,12.72,13.87,56.95,120.73,119.34,120.08,85.0,121.72,,,,,-2.35,4.56,34.9,,27.32,YES,,,4.65,91.37,-1360.0,4.7989999999999995,7.01
110,A2-15,Recipe_A,2018-06-14 18:22:02,2018-06-14 22:20:12,238.17,0.49,LINE_2,493.0,37.67,2.1,1.38,325.47,,344.99,,2935.6,202.2,180.0,,119.3,64.26,1.81,91.0,349.5,230.7,154.22,176.47,,Buffer,9.5,12.75,13.27,49.75,120.92,119.48,120.55,85.0,123.11,,,,,-2.76,4.56,35.04,,26.32,YES,,,5.38,92.63,-1220.0,4.78,4.98
111,A2-01,Recipe_A,2018-06-14 19:53:02,2018-06-14 23:40:13,227.18,0.41,LINE_2,491.5,37.69,2.09,1.38,327.0,,344.81,,2932.35,202.2,179.6,,118.35,43.18,1.74,120.18,349.5,229.58,154.65,180.55,,Buffer,9.5,12.88,12.33,55.92,122.41,121.64,121.77,85.0,127.65,,,,,-5.91,4.56,35.23,,27.21,YES,,,5.25,92.7,-1050.0,4.7669999999999995,7.3
112,A2-03,Recipe_A,2018-06-14 21:53:13,2018-06-15 00:42:48,169.58,0.8,LINE_2,491.5,37.71,2.12,1.39,330.87,,344.81,,2932.25,202.2,179.6,,118.33,43.55,2.02,89.77,351.0,226.42,158.01,188.8,,Buffer,11.52,12.95,13.18,52.22,122.56,121.74,122.45,85.0,124.41,,,,,0.93,4.56,35.17,,27.13,YES,,,5.12,91.34,-1320.0,4.697,6.95
113,A2-04,Recipe_A,2018-06-14 23:22:59,2018-06-15 02:01:25,158.43,0.56,LINE_2,488.5,37.73,2.09,1.38,325.7,,344.93,,2933.7,202.6,179.4,,118.46,44.25,2.17,75.63,348.0,177.74,174.07,211.07,,Buffer,9.57,16.5,12.33,58.68,122.75,121.88,122.75,85.0,122.6,,,,,0.7,4.56,35.07,,26.23,YES,,,4.7,91.17,-1700.0,4.846,5.23
114,A2-05,Recipe_A,2018-06-15 00:38:37,2018-06-15 03:38:31,179.9,0.65,LINE_2,492.5,37.67,2.1,1.39,330.73,,344.81,,2932.75,202.4,179.4,,117.86,43.44,1.86,77.48,350.5,227.2,171.9,194.41,,Buffer,9.48,12.93,12.97,55.28,121.4,119.63,120.97,85.0,120.68,,,,,-2.56,4.56,34.93,,25.79,YES,,,5.15,91.91,-1180.0,4.845,6.96
115,A2-06,Recipe_A,2018-06-15 01:56:07,2018-06-15 05:17:44,201.62,0.38,LINE_2,489.0,37.68,2.09,1.37,328.5,,344.93,,2932.7,202.4,179.7,,119.31,53.86,1.56,84.17,350.0,224.35,158.94,184.24,,Buffer,9.52,13.08,14.0,76.48,122.17,121.07,121.85,85.0,123.88,,,,,-3.37,4.56,35.04,,26.46,YES,,,5.03,91.94,-1170.0,4.745,6.88
116,A2-07,Recipe_A,2018-06-15 03:20:17,2018-06-15 06:55:10,214.88,0.51,LINE_2,491.0,37.68,2.12,1.38,325.6,,345.18,,2932.8,202.2,179.9,,119.13,44.38,1.65,86.6,351.0,235.59,161.5,182.23,,Buffer,9.43,12.85,13.43,55.83,120.92,119.67,120.53,85.0,121.31,,,,,-4.27,4.56,35.44,,27.54,YES,,,4.96,89.53,-1410.0,4.85,6.93
117,A2-08,Recipe_A,2018-06-15 04:46:53,2018-06-15 08:08:05,201.2,0.77,LINE_2,490.5,37.7,2.13,1.38,331.05,,345.12,,2935.15,202.2,179.7,,119.04,45.4,1.7,95.6,351.5,228.48,169.43,190.8,,Buffer,9.6,12.87,12.37,53.02,121.69,120.68,121.36,85.0,125.24,,,,,-6.25,4.56,35.29,,27.44,YES,,,4.91,92.64,-1220.0,4.875,7.01
118,A2-09,Recipe_A,2018-06-15 06:22:29,2018-06-15 09:35:59,193.5,0.65,LINE_2,491.0,37.7,2.07,1.38,324.38,,345.18,,2935.25,202.2,179.6,,117.81,41.56,1.67,80.75,350.5,194.14,174.4,212.03,,Buffer,9.42,15.15,12.3,52.77,123.57,122.6,123.46,85.0,128.28,,,,,-2.62,4.56,34.89,,27.21,YES,,,4.84,88.92,-1570.0,4.849,6.9
119,A2-10,Recipe_A,2018-06-15 07:43:14,2018-06-15 11:29:31,226.28,0.39,LINE_2,489.0,37.71,2.11,1.38,328.28,,344.93,,2930.55,202.2,179.6,,117.89,45.19,2.05,83.3,348.5,227.06,163.23,195.13,,Buffer,9.47,12.92,12.37,50.32,122.32,121.31,121.5,85.0,123.36,,,,,-3.34,4.56,35.25,,27.69,YES,,,5.59,88.92,-1570.0,4.726,5.45
120,A2-11,Recipe_A,2018-06-15 09:06:32,2018-06-15 12:44:32,218.0,0.6,LINE_2,488.5,37.66,2.11,1.39,328.23,,345.18,,2934.1,202.2,179.9,,117.7,65.83,1.73,115.27,349.5,158.36,177.71,210.99,,Buffer,9.6,18.58,12.35,56.2,121.02,119.53,120.36,85.0,120.91,,,,,0.54,4.56,35.06,,26.76,YES,,,5.04,89.23,-1340.0,4.641,7.02
